Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,82.339996,83.139999,81.110001,82.620003,82.620003,55700
2020-01-03,82.019997,83.370003,80.849998,82.889999,82.889999,63300
2020-01-06,82.550003,83.089996,81.260002,82.050003,82.050003,54700
2020-01-07,81.480003,81.879997,79.019997,79.519997,79.519997,61400
2020-01-08,79.529999,79.620003,76.360001,77.250000,77.250000,73100
2020-01-09,77.309998,79.230003,77.010002,78.300003,78.300003,51600
2020-01-10,78.580002,79.000000,77.250000,77.419998,77.419998,38200
2020-01-13,77.540001,77.730003,75.860001,77.070000,77.070000,53300
2020-01-14,76.800003,77.720001,75.709999,76.010002,76.010002,47100
2020-01-15,75.879997,77.120003,73.639999,74.190002,74.190002,44300
2020-01-16,74.580002,75.650002,74.529999,74.739998,74.739998,36800
2020-01-17,75.180000,75.680000,73.739998,74.660004,74.660004,24300
2020-01-21,74.309998,75.870003,74.059998,74.510002,74.510002,32400
2020-01-22,74.489998,75.290001,72.930000,74.309998,74.309998,31800
2020-01-23,73.870003,76.309998,73.160004,76.290001,76.290001,50300
2020-01-24,76.220001,76.220001,73.790001,74.690002,74.690002,24500
2020-01-27,73.500000,75.830002,73.410004,75.410004,75.410004,24900
2020-01-28,75.830002,76.779999,75.010002,76.330002,76.330002,25000
2020-01-29,76.089996,76.639999,75.050003,75.680000,75.680000,32900
2020-01-30,74.779999,77.809998,74.660004,76.550003,76.550003,41300
2020-01-31,76.360001,76.500000,74.879997,75.349998,75.349998,41000
2020-02-03,75.629997,77.620003,75.629997,77.070000,77.070000,57900
2020-02-04,78.150002,80.110001,76.809998,77.169998,77.169998,49400
2020-02-05,77.730003,79.160004,77.059998,78.830002,78.830002,36300
2020-02-06,79.010002,79.010002,76.940002,77.279999,77.279999,43800
2020-02-07,76.949997,77.400002,74.489998,74.720001,74.720001,20400
2020-02-10,75.180000,75.180000,73.290001,74.980003,74.980003,18600
2020-02-11,75.209999,76.550003,75.070000,75.660004,75.660004,15600
2020-02-12,76.199997,76.379997,73.930000,75.809998,75.809998,25500
2020-02-13,75.410004,76.750000,75.410004,75.830002,75.830002,17400
2020-02-14,75.980003,76.330002,75.080002,75.849998,75.849998,10700
2020-02-18,75.900002,77.290001,74.820000,76.239998,76.239998,25000
2020-02-19,76.550003,79.519997,76.550003,78.279999,78.279999,39400
2020-02-20,77.930000,80.919998,77.930000,79.690002,79.690002,28100
2020-02-21,79.529999,80.279999,78.379997,79.919998,79.919998,28100
2020-02-24,77.779999,78.099998,76.089996,76.639999,76.639999,22100
2020-02-25,76.930000,78.540001,73.589996,74.870003,74.870003,34800
2020-02-26,75.250000,76.690002,74.199997,74.769997,74.769997,26900
2020-02-27,73.290001,74.900002,71.040001,74.610001,74.610001,62700
2020-02-28,72.860001,73.879997,68.239998,70.010002,70.010002,55800
2020-03-02,70.279999,72.169998,68.879997,71.330002,71.330002,47000
2020-03-03,71.300003,71.300003,66.400002,66.980003,66.980003,29500
2020-03-04,67.900002,68.580002,66.230003,67.699997,67.699997,27000
2020-03-05,66.449997,67.599998,63.869999,64.690002,64.690002,35300
2020-03-06,63.090000,64.150002,61.200001,62.910000,62.910000,46100
2020-03-09,59.099998,61.369999,54.790001,55.000000,55.000000,77600
2020-03-10,57.270000,57.270000,48.900002,54.450001,54.450001,65000
2020-03-11,52.900002,53.750000,49.410000,50.680000,50.680000,46100
2020-03-12,45.820000,47.799999,33.810001,39.540001,39.540001,78800
2020-03-13,42.830002,49.970001,42.040001,49.880001,49.880001,111400
2020-03-16,41.900002,52.320000,41.900002,49.639999,49.639999,101500
2020-03-17,48.259998,56.549999,45.580002,55.720001,55.720001,94600
2020-03-18,51.349998,55.270000,33.950001,36.580002,36.580002,83800
2020-03-19,34.590000,44.230000,34.590000,43.939999,43.939999,98100
