Date,Open,High,Low,Close,Adj Close,Volume
2020-10-21,4.380000,4.420000,4.350000,4.410000,4.410000,455200
2020-10-22,4.430000,4.460000,4.360000,4.450000,4.450000,818100
2020-10-23,4.500000,4.510000,4.440000,4.480000,4.480000,469400
2020-10-26,4.500000,4.550000,4.440000,4.520000,4.520000,684400
2020-10-27,4.460000,4.460000,4.380000,4.420000,4.420000,812000
2020-10-28,4.320000,4.350000,4.230000,4.270000,4.270000,787100
2020-10-29,4.290000,4.390000,4.280000,4.380000,4.380000,587900
2020-10-30,4.370000,4.580000,4.220000,4.570000,4.570000,1463300
2020-11-02,4.620000,4.670000,4.530000,4.630000,4.630000,723700
2020-11-03,4.630000,4.690000,4.600000,4.680000,4.680000,726000
2020-11-04,4.710000,4.830000,4.690000,4.790000,4.790000,818800
2020-11-05,4.800000,4.880000,4.740000,4.850000,4.850000,686800
2020-11-06,4.830000,4.850000,4.780000,4.810000,4.810000,765100
2020-11-09,4.950000,4.990000,4.930000,4.940000,4.940000,1351200
2020-11-10,4.920000,4.970000,4.910000,4.960000,4.960000,723800
2020-11-11,4.970000,5.100000,4.960000,5.060000,5.060000,935700
2020-11-12,5.060000,5.060000,4.950000,4.960000,4.960000,650600
2020-11-13,4.930000,4.930000,4.870000,4.880000,4.880000,1231000
2020-11-16,4.980000,5.140000,4.980000,5.090000,5.090000,1272700
2020-11-17,5.030000,5.100000,5.020000,5.030000,5.030000,1127800
2020-11-18,5.110000,5.220000,5.110000,5.120000,5.120000,1027300
2020-11-19,5.120000,5.200000,5.110000,5.170000,5.170000,686500
2020-11-20,5.190000,5.210000,5.140000,5.150000,5.150000,873500
2020-11-23,5.240000,5.330000,5.240000,5.310000,5.310000,1581600
2020-11-24,5.330000,5.330000,5.180000,5.230000,5.230000,820300
2020-11-25,5.130000,5.180000,5.080000,5.130000,5.130000,937900
2020-11-27,5.200000,5.300000,5.200000,5.260000,5.260000,360300
2020-11-30,5.350000,5.410000,5.310000,5.320000,5.320000,1123000
2020-12-01,5.390000,5.500000,5.380000,5.450000,5.450000,1029800
2020-12-02,5.470000,5.500000,5.450000,5.450000,5.450000,515900
2020-12-03,5.510000,5.600000,5.500000,5.550000,5.550000,796400
2020-12-04,5.640000,5.780000,5.620000,5.740000,5.740000,985900
2020-12-07,5.750000,5.770000,5.670000,5.670000,5.670000,1938200
2020-12-08,5.680000,5.720000,5.660000,5.660000,5.660000,1053200
