Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,0.480000,0.480000,0.420000,0.420000,0.420000,8000
2020-01-03,0.420000,0.420000,0.400000,0.400000,0.400000,53000
2020-01-06,0.410000,0.440000,0.410000,0.440000,0.440000,10500
2020-01-07,0.410000,0.410000,0.410000,0.410000,0.410000,8000
2020-01-08,0.410000,0.410000,0.410000,0.410000,0.410000,4000
2020-01-09,0.400000,0.400000,0.400000,0.400000,0.400000,7700
2020-01-10,0.420000,0.420000,0.410000,0.410000,0.410000,8000
2020-01-13,0.400000,0.400000,0.400000,0.400000,0.400000,2500
2020-01-14,0.400000,0.400000,0.400000,0.400000,0.400000,14500
2020-01-15,0.420000,0.420000,0.400000,0.400000,0.400000,17500
2020-01-16,0.400000,0.400000,0.400000,0.400000,0.400000,8500
2020-01-17,0.420000,0.420000,0.400000,0.400000,0.400000,11100
2020-01-20,0.400000,0.400000,0.400000,0.400000,0.400000,9500
2020-01-21,0.400000,0.400000,0.390000,0.390000,0.390000,79700
2020-01-22,0.400000,0.400000,0.390000,0.400000,0.400000,103000
2020-01-23,0.410000,0.410000,0.400000,0.400000,0.400000,23700
2020-01-24,0.400000,0.400000,0.380000,0.400000,0.400000,193600
2020-01-27,0.380000,0.380000,0.380000,0.380000,0.380000,19200
2020-01-28,0.380000,0.380000,0.380000,0.380000,0.380000,7500
2020-01-29,0.380000,0.380000,0.380000,0.380000,0.380000,33500
2020-01-30,0.380000,0.380000,0.380000,0.380000,0.380000,3000
2020-01-31,0.380000,0.380000,0.380000,0.380000,0.380000,3300
2020-02-03,0.380000,0.380000,0.380000,0.380000,0.380000,12900
2020-02-04,0.380000,0.380000,0.380000,0.380000,0.380000,0
2020-02-05,0.380000,0.400000,0.380000,0.400000,0.400000,14800
2020-02-06,0.380000,0.400000,0.380000,0.390000,0.390000,37700
2020-02-07,0.380000,0.390000,0.380000,0.390000,0.390000,16000
2020-02-10,0.380000,0.380000,0.380000,0.380000,0.380000,66500
2020-02-11,0.380000,0.380000,0.380000,0.380000,0.380000,18000
2020-02-12,0.380000,0.390000,0.380000,0.390000,0.390000,19500
2020-02-13,0.380000,0.380000,0.380000,0.380000,0.380000,35100
2020-02-14,0.390000,0.390000,0.380000,0.380000,0.380000,25500
2020-02-18,0.390000,0.390000,0.380000,0.380000,0.380000,14500
2020-02-19,0.380000,0.400000,0.370000,0.370000,0.370000,92200
2020-02-20,0.370000,0.370000,0.360000,0.370000,0.370000,27200
2020-02-21,0.370000,0.370000,0.370000,0.370000,0.370000,82500
2020-02-24,0.370000,0.370000,0.370000,0.370000,0.370000,25000
2020-02-25,0.360000,0.360000,0.340000,0.340000,0.340000,7200
2020-02-26,0.340000,0.350000,0.340000,0.350000,0.350000,27400
2020-02-27,0.340000,0.340000,0.330000,0.330000,0.330000,43400
2020-02-28,0.330000,0.330000,0.310000,0.310000,0.310000,47700
2020-03-02,0.310000,0.360000,0.310000,0.360000,0.360000,16500
2020-03-03,0.350000,0.350000,0.330000,0.330000,0.330000,2600
